bid,bamount,bdate,kid_id,pid_id
170,20,2022-02-22,155,9
171,20,2022-02-22,155,12
172,10,2022-02-22,14,12
173,20,2022-02-22,155,8
174,20,2022-02-22,161,1
175,52,2022-02-22,125,6
176,10,2022-02-22,161,9
177,5,2022-02-22,178,12
178,5,2022-02-22,178,10
179,10,2022-02-22,161,8
180,20,2022-02-22,125,10
181,5,2022-02-22,178,4
182,20,2022-02-23,58,1
183,10,2022-02-23,6,4
184,20,2022-02-23,58,4
185,20,2022-02-23,163,1
186,20,2022-02-23,163,12
187,20,2022-02-23,163,9
188,20,2022-02-23,6,12
189,5,2022-02-23,179,10
190,5,2022-02-23,179,9
191,5,2022-02-23,179,8
192,5,2022-02-23,179,4
193,10,2022-02-23,179,1
194,10,2022-02-23,141,10
195,10,2022-02-23,141,4
196,10,2022-02-23,6,10
197,5,2022-02-24,181,12
198,10,2022-02-24,99,1
199,20,2022-02-24,104,1
200,20,2022-02-24,18,1
201,5,2022-02-24,181,4
202,10,2022-02-24,180,12
203,10,2022-02-24,18,8
204,5,2022-02-24,113,4
205,20,2022-02-24,18,12
206,5,2022-02-24,180,10
207,5,2022-02-24,180,4
208,5,2022-02-24,181,10
209,10,2022-02-24,18,9
210,10,2022-02-24,145,1
211,5,2022-02-24,182,10
212,5,2022-02-24,182,12
213,10,2022-02-24,45,10
214,10,2022-02-24,45,4
215,10,2022-02-24,113,12
216,10,2022-02-24,161,9
217,10,2022-02-24,145,8
218,10,2022-02-24,145,9
219,5,2022-02-24,182,9
220,5,2022-02-24,182,8
221,5,2022-02-24,182,1
222,5,2022-02-24,182,4
223,20,2022-02-24,51,1
224,10,2022-02-24,51,9
225,20,2022-02-24,51,12
226,10,2022-02-24,161,8
227,20,2022-02-24,161,1
228,5,2022-02-24,182,11
229,5,2022-02-24,113,9
230,10,2022-02-25,183,10
231,20,2022-02-25,24,4
232,20,2022-02-25,24,8
233,20,2022-02-25,96,1
234,10,2022-02-25,183,4
235,5,2022-02-25,179,12
236,10,2022-02-25,52,12
237,5,2022-02-25,184,12
238,20,2022-02-25,156,8
239,20,2022-02-25,156,1
240,20,2022-02-25,53,1
241,10,2022-02-25,52,4
242,20,2022-02-25,53,8
243,10,2022-02-25,52,1
244,20,2022-02-25,151,12
245,20,2022-02-25,53,4
246,10,2022-02-25,52,8
247,5,2022-02-25,184,4
248,20,2022-02-25,151,1
249,20,2022-02-25,151,9
250,5,2022-02-25,184,10
251,20,2022-02-28,151,12
252,20,2022-02-28,3,1
253,20,2022-02-28,151,9
254,20,2022-02-28,151,1
255,30,2022-02-28,29,6
256,600,2022-02-28,29,5
257,5,2022-02-28,184,12
258,5,2022-02-28,184,10
259,5,2022-02-28,184,4
260,20,2022-02-28,29,10
261,20,2022-02-28,47,12
262,20,2022-02-28,47,8
263,20,2022-02-28,47,1
264,5,2022-03-02,185,12
265,10,2022-03-02,185,4
266,5,2022-03-02,186,12
267,5,2022-03-02,186,10
268,5,2022-03-02,186,4
269,10,2022-03-02,185,10
270,20,2022-03-02,137,12
271,5,2022-03-02,137,9
272,10,2022-03-02,186,1
273,5,2022-03-02,137,8
274,20,2022-03-02,137,1
275,10,2022-03-02,84,1
276,10,2022-03-02,84,9
277,10,2022-03-02,186,9
278,20,2022-03-02,156,12
279,5,2022-03-03,188,12
280,20,2022-03-03,154,1
281,5,2022-03-03,188,10
282,5,2022-03-03,188,9
283,5,2022-03-03,188,4
284,15,2022-03-03,187,12
285,10,2022-03-03,187,10
